SpecimenID,ShortID,SiteName,MicrositeID,Family,Genus,Species,SppCode,Epithey,Collector,Date.collected,Vegetative.Height,Canopy.W1,Canopy.W2,Max.Height,SA.Leaf1,SA.Leaf2,SA.Leaf3,Stem.Volume,Stem.Biomass,SSD,Biomass.Leaf1,Biomass.Leaf2,Biomass.Leaf3,SLA.Leaf1,SLA.Leaf2,SLA.Leaf3,Root.Biomass,Root.Length,Root.AvgDiam,Root.Volume,SRL,RTD,Soil.pH,pH.Temp,pH.SoilWeight,CN.sampleID,N.shoot,C.shoot,N.root,C.root,flag,Notes,,,,,,,
NNiel-1-TriRep-2-JG,18-443,Niels,Neighbor,Fabaceae,Trifolium,Trifolium repens,Tri rep,Trirep,5,20-Aug-18,12.4,6.4,3.2,12.4,NA,NA,NA,NA,NA,NA,22.14,19.89,21.31,NA,NA,NA,16.475,103.4065,0.2308,0.043,6276.57056,383.139535,5.69,21.7,NA,443,2.8,43.46,1.21,55,,low slope seeded pasture; horse grazing dominant,,,,,,,
McGra-1-PoaPra-3-JG,18-444,McGra,1,Poaceae,Poa,Poa pratensis,Poa pra,Poapra,5,18-Aug-18,11.5,11,0.5,11.5,3.475,2.945,2.441,0.1,NA,NA,20.765,15.235,28.58,167.348904,193.30489,85.4093772,35.615,190.7807,0.199,0.059,5356.75137,603.644068,7.42,22.9,NA,444,NA,NA,0.62,42.67,NA,hilltop blowout site,,,,,,,
NNiel-1-PoaPra-1-JG,18-445,Niels,Neighbor,Poaceae,Poa,Poa pratensis,Poa pra,Poapra,5,20-Aug-18,12.5,20,0.5,12.5,NA,NA,NA,0.1,6.78,67.8,19.78,6.75,10.47,NA,NA,NA,45.5,845.3027,0.1343,0.12,18578.0813,379.166667,5.71,23,NA,445,1.05,42.79,0.62,40.81,,low slope seeded pasture; dominantly horse grazed,,,,,,,
McGra-1-PotArg-5-JG,18-446,McGra,1,Rosaceae,Potentilla,Potentilla arguta,Pot arg,Potarg,5,18-Aug-18,3.5,3,2,3.5,NA,NA,NA,NA,6.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04,22.6,NA,446,NA,NA,NA,NA,NA,midslope; adjacent to road and fence,,,,,,,
NNiel-1-FraVir-1-JG,18-447,Niels,Neighbor,Rosaceae,Fragaria,Fragaria virginiana,Fra vir,Fravir,5,20-Aug-18,6.8,7.4,4.3,6.8,NA,NA,NA,0.2,NA,NA,30.185,26.435,36.735,NA,NA,NA,35.495,132.4602,0.2446,0.062,3731.79885,572.5,5.93,22,NA,447,1.7,45.41,0.81,42.87,,low slope seeded pasture; dominantly horse grazed,,,,,,,
Brown-1-PasSmi-2-JG,18-448,Brown,Novel,Poaceae,Pascopyrum,Pascopyrum smithii,Pas smi,Agrsmi,5,16-Aug-18,41.5,4.5,0.5,52.5,3.35,2.341,4.987,0.2,27.4,137,16.905,10.26,19.79,198.166223,228.167641,251.995958,64.04,311.2132,0.2562,0.16,4859.66896,400.25,6.41,22.8,NA,448,NA,NA,0.84,42.23,NA,midslope; historically seeded,,,,,,,
NBrow-1-BroIne-1-JG,18-449,Brown,Neighbor,Poaceae,Bromus,Bromus inermis,Bro ine,Broine,5,16-Aug-18,44,6,0.5,55.5,10.589,12.253,5.594,0.5,50.36,100.72,42.625,52.645,29.24,248.422287,232.747649,191.31327,36.845,119.7452,0.2871,0.078,3249.9715,472.371795,6.32,22.5,NA,449,1.47,43.71,0.65,42,,pasture; midslope,,,,,,,
NMcGr-1-AstCic-3-JG,18-450,McGra,Neighbor,Fabaceae,Astragalus,Astragalus cicer,Ast cic,Astcic,5,18-Aug-18,10.5,4,1.5,10.5,6.574,4.503,4.261,0.5,81.13,162.26,31.57,16.035,21.105,208.235667,280.823199,201.895286,22.17,243.5247,0.1882,0.068,10984.4249,326.029412,6.83,22.3,NA,450,3.82,43,0.52,44.34,,midslope seeded pasture,,,,,,,
NNiel-1-VicAme-3-JG,18-451,Niels,Neighbor,Fabaceae,Vicia,Vicia americana,Vic ame,Vicame,5,20-Aug-18,8.5,6,3,8.5,NA,NA,NA,0.1,91.52,915.2,3.725,6.775,7.175,NA,NA,NA,0.535,304.5199,0.174,0.072,569196.075,7.43055556,6.61,23.2,NA,451,NA,NA,NA,NA,NA,low slope seeded pasture; heavily horse grazed,,,,,,,
NMcGr-1-BroCar-3-JG,18-452,McGra,Neighbor,Poaceae,Bromus,Bromus sitchensis,Bro sit,Brosit,5,18-Aug-18,14.5,26.5,0.5,14.5,9.774,7.277,8.345,0.1,7.725,77.25,45.765,34.725,45.205,213.569322,209.560835,184.603473,36.825,221.9394,0.2279,0.091,6026.86762,404.67033,7.15,22.9,NA,452,1.78,43.51,0.64,35.77,,midslope seeded pasture,,,,,,,
Headd-1-MedSat-1-JG,18-453,Head,Novel,Fabaceae,Medicago,Medicago sativa,Med sat,Medsat,5,17-Aug-18,19,5,1,19,2.262,2.292,2.074,0.5,21.775,43.55,8.315,8.3,7.55,272.038485,276.144578,274.701987,16.715,241.1717,0.1509,0.043,14428.4595,388.72093,5.37,22.9,NA,453,NA,NA,0.61,50.66,NA,low slope seeded pasture,,,,,,,
NMcGr-1-AntPar-2-JG,18-454,McGra,Neighbor,Asteraceae,Antennaria,Antennaria parvifolia,Ant par,Antmic,5,18-Aug-18,1,3.5,3,1,0.743,0.67,0.42,NA,124.64,NA,1.67,1.54,1.245,444.91018,435.064935,337.349398,13.505,128.1243,0.2189,0.048,9487.17512,281.354167,6.38,21.4,NA,454,1.55,43.39,0.87,49.45,,top of slope; historically seeded pasture,,,,,,,
NMcGr-1-AstCic-2-JG,18-455,McGra,Neighbor,Fabaceae,Astragalus,Astragalus cicer,Ast cic,Astcic,5,18-Aug-18,10.5,7,7,10.5,11.612,5.624,3.002,0.2,NA,NA,57.24,25.465,12.19,202.865129,220.85215,246.267432,37.355,123.587,0.3052,0.09,3308.44599,415.055556,6.62,20.8,NA,455,3.46,43.39,1.78,43.96,,top of slope; historically seeded pasture,,,,,,,
NNiel-1-DacGlo-3-JG,18-456,Niels,Neighbor,Poaceae,Dactylis,Dactylis glomerata,Dac glo,Dacglo,5,20-Aug-18,9,26.5,0.5,9,NA,NA,NA,0.2,82.18,410.9,33.82,33.24,9.065,NA,NA,NA,53.295,256.1794,0.2136,0.092,4806.81865,579.293478,5.87,21.1,NA,456,1.8,43.37,0.46,44.61,,low slope seeded pasture; heavily grazed by horse,,,,,,,
NNiel-1-GalBor-3-JG,18-457,Niels,Neighbor,Rubiaceae,Galium,Galium boreale,Gal bor,Galbor,5,20-Aug-18,6.5,5,4.5,6.5,NA,NA,NA,0.1,57.14,571.4,0.7,0.54,0.405,NA,NA,NA,16.72,81.0156,0.2232,0.032,4845.43062,522.5,6.42,20.4,NA,457,0,37.92,0.78,52.69,F,low slope seeded pasture; heavily grazed by horse,,,,,,,
Niels-1-VicAme-2-JG,18-458,Niels,Novel,Fabaceae,Vicia,Vicia americana,Vic ame,Vicame,5,20-Aug-18,15.5,6,3,15.5,NA,NA,NA,0.1,29.42,294.2,19.995,8.78,14.9,NA,NA,NA,10.155,54.9353,0.2249,0.022,5409.67996,461.590909,5.77,21.1,NA,458,2.31,44.7,1.29,48.22,,top of slope,,,,,,,
NNiel-1-PhlPra-1-JG,18-459,Niels,Neighbor,Poaceae,Phleum,Phleum pratense,Phl pra,Phlpra,5,20-Aug-18,41.5,3.9,0.6,56.4,NA,NA,NA,0.5,25.075,50.15,35.98,30.63,19.06,NA,NA,NA,90,342.1684,0.2138,0.123,3801.87111,731.707317,5.91,21.7,NA,459,NA,NA,NA,NA,NA,low slope seeded pasture; dominantly horse grazed,,,,,,,
Brown-1-BroIne-3-JG,18-460,Brown,Novel,Poaceae,Bromus,Bromus inermis,Bro ine,Broine,5,16-Aug-18,40.2,17.5,0.8,40.4,12.93,11.817,6.403,0.8,96.345,120.43125,NA,NA,NA,NA,NA,NA,NA,375.7786,0.3191,0.301,NA,NA,6.3,20.2,NA,460,NA,NA,NA,NA,NA,midslope; historically seeded,,,,,,,
Hoven-1-VicAme-1-JG,18-461,Hoven,Novel,Fabaceae,Vicia,Vicia americana,Vic ame,Vicame,5,,NA,NA,NA,NA,3.958,5.503,5.541,NA,NA,NA,20.24,23.585,22.715,195.55336,233.326267,243.935725,0.555,26.4976,0.1326,0.004,47743.4234,138.75,6.56,21.1,NA,461,NA,NA,NA,NA,NA,,,,,,,,
NMcGr-1-Carex-1-JG,18-462,McGra,Neighbor,Cyperaceae,Carex,Carex sp.,Car sp,Carspp,5,18-Aug-18,4,3.5,2,4,0.636,0.853,0.601,NA,21.055,NA,3.09,4.665,3.375,205.825243,182.851018,178.074074,24.495,153.6988,0.2317,0.065,6274.70096,376.846154,5.84,21.6,NA,462,1.46,43.52,0.54,49.34,,IS CAREX WITH NO SPECIES IDENTIFIER GOOD ENOUGH FOR THE PROJECT? low slope seeded pasture,,,,,,,
Niels-1-GalBor-2-JG,18-463,Niels,Novel,Rubiaceae,Galium,Galium boreale,Gal bor,Galbor,5,20-Aug-18,16,11,3,16,NA,NA,NA,0.4,NA,NA,2.385,2.335,2.295,NA,NA,NA,4.46,100.2151,0.1506,0.018,22469.7534,247.777778,5.66,21.6,NA,463,NA,NA,NA,NA,NA,top of slope,,,,,,,
McGra-1-VicAme-3-JG,18-464,McGra,1,Fabaceae,Vicia,Vicia americana,Vic ame,Vicame,5,18-Aug-18,5.5,4.5,2,5.5,1.937,1.729,0.837,0.1,67.005,670.05,12.555,11.905,4.73,154.281163,145.233095,176.955603,38.4,96.4087,0.3173,0.076,2510.64323,505.263158,7.36,21.9,NA,464,NA,NA,NA,NA,NA,hilltop blowout site,,,,,,,
NNiel-1-PhiEri-2-JG,18-465,Niels,Neighbor,Asteraceae,Erigeron,Erigeron philadelphicus,Eri phi,Eriphi,5,20-Aug-18,23.8,17.1,3.9,26.1,NA,NA,NA,0.5,29.375,58.75,162.21,83.82,207.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67,22.1,NA,465,NA,NA,NA,NA,NA,low slope seedded pasture; dominantly horse grazed,,,,,,,
NNiel-1-AneMul-1-JG,18-466,Niels,Neighbor,Ranunculaceae,Anemone,Anemone multifida,Ane mul,Anemul,5,20-Aug-18,15.5,15,4,26,NA,NA,NA,0.5,1130.89,2261.78,36.77,88.3,31.39,NA,NA,NA,19.885,132.8257,0.1948,0.04,6679.69324,497.125,5.83,21.9,NA,466,1.62,41.52,0.49,44.6,,low slope seedded pasture; dominantly horse grazed,,,,,,,
McGra-1-ArtFri-4-JG,18-467,McGra,1,Asteraceae,Artemisia,Artemisia frigida,Art fri,Artfri,5,18-Aug-18,2,11,12,2,0.644,0.271,0.582,0.1,59.56,595.6,2.095,0.77,1.58,307.398568,351.948052,368.35443,61.84,216.3604,0.2596,0.114,3498.71281,542.45614,7.25,21.8,NA,467,NA,NA,1.08,44.75,NA,,,,,,,,
Niels-1-BroIne-1-JG,18-468,Niels,Novel,Poaceae,Bromus,Bromus inermis,Bro ine,Broine,5,20-Aug-18,16,11,0.4,16,NA,NA,NA,0.1,6.1,61,2.15,16.355,21.465,NA,NA,NA,21.555,86.6707,0.2495,0.042,4020.9093,513.214286,5.48,22.1,NA,468,2.92,43.21,0.6,45.13,,heavily grazed tame pasture,,,,,,,
Niels-1-VicAme-1-JG,18-469,Niels,Novel,Fabaceae,Vicia,Vicia americana,Vic ame,Vicame,5,20-Aug-18,5,1.5,1,5,NA,NA,NA,0.1,17.295,172.95,3.575,2.785,3.735,NA,NA,NA,7.615,82.3218,0.1726,0.019,10810.4793,400.789474,5.67,23.6,NA,469,4.25,43.49,0.41,43.09,,heavily grazed tame pasture,,,,,,,
McGra-1-AchMil-2-JG,18-470,McGra,1,Asteraceae,Achillea,Achillea millefolium,Ach mil,Achmil,5,18-Aug-18,NA,NA,NA,NA,5.15,3.006,1.33,NA,4.9,NA,15.415,14.935,10.77,334.090172,201.272179,123.491179,NA,NA,NA,NA,NA,NA,6.02,23.7,NA,470,NA,NA,NA,NA,NA,midslope; near a snowberry patch,,,,,,,
NHead-1-MedSat-3-JG,18-471,Head,Neighbor,Fabaceae,Medicago,Medicago sativa,Med sat,Medsat,5,17-Aug-18,36.5,25,8.5,37,6.187,5.981,3.883,0.1,NA,NA,29.995,27.07,21.045,206.267711,220.945696,184.509385,148.315,347.5237,0.2854,0.222,2343.14601,668.085586,5.36,23.6,NA,471,4.62,44.2,0.61,44.63,,top of slope; historically seeded; lots of oil field development,,,,,,,
NNiel-1-FraVir-2-JG,18-472,Niels,Neighbor,Rosaceae,Fragaria,Fragaria virginiana,Fra vir,Fravir,5,20-Aug-18,9,20,15.5,9,NA,NA,NA,NA,99.95,NA,70.065,40.2,24.81,NA,NA,NA,41.78,67.0925,0.345,0.063,1605.85208,663.174603,5.53,23.9,NA,472,NA,NA,NA,NA,NA,low slope seeded pasture; horse grazing dominant,,,,,,,
McGra-1-BroCar-1-JG,18-473,McGra,1,Poaceae,Bromus,Bromus sitchensis,Bro sit,Brosit,5,18-Aug-18,12.5,16.4,0.7,12.5,8.221,6.302,4.358,0.8,NA,NA,32.2,26.02,16.86,255.310559,242.198309,258.481613,8.765,381.1591,0.35,0.367,43486.4917,23.8828338,6.07,23.7,NA,473,NA,NA,0.66,40.39,NA,low slope,,,,,,,
NNiel-1-FesCam- 2-JG,18-474,Niels,Neighbor,Poaceae,Festuca,Festuca campestris,Fes cam,Fescam,5,20-Aug-18,25-Jan-00,12,0.5,25.5,NA,NA,NA,NA,33.48,NA,16.69,20.755,6.72,NA,NA,NA,18.13,220.3195,0.1643,0.047,12152.2063,385.744681,5.44,23.8,NA,474,0.95,41.75,0.56,50.27,,low slope seeded pasture; horse grazing dominant,,,,,,,
McGra-1-PotArg-1-JG,18-475,McGra,1,Rosaceae,Potentilla,Potentilla arguta,Pot arg,Potarg,5,18-Aug-18,3.5,5.5,2.5,3.5,4.513,2.755,4.149,NA,NA,NA,26.45,16.035,22.65,170.623819,171.811662,183.178808,18.38,38.4025,0.327,0.032,2089.36344,574.375,5.63,24.3,NA,475,1.77,44.65,1.24,42.82,,low slope,,,,,,,
NBrow-1-ArtFri-1-JG,18-476,Brown,Neighbor,Asteraceae,Artemisia,Artemisia frigida,Art fri,Artfri,5,16-Aug-18,8.5,6.5,2,8.5,0.082,0.503,0.318,0.1,NA,NA,0.195,0.95,1.085,420.512821,529.473684,293.087558,41.965,64.1466,0.4206,0.089,1528.57381,471.516854,6.26,23.9,NA,476,1.75,45.51,1.04,46.25,F,pasture; midslope,,,,,,,
NHead-1-BroTec-1-JG,18-477,Head,Neighbor,Poaceae,Bromus,Bromus tectorum,Bro tec,Brotec,5,17-Aug-18,45.4,29.2,0.5,45.4,13.07,18.801,14.47,0.2,11.4,57,87.395,140.855,85.595,149.55089,133.47769,169.051931,12.69,43.5112,0.2344,0.019,3428.77857,667.894737,5.99,24.2,NA,477,NA,NA,0.5,49.45,NA,top of slope; historically seeded; lots of oil field development,,,,,,,
Headd-1-AgrSto-1-JG,18-478,Head,Novel,Poaceae,Agrostis,Agrostis stolonifera,Agr sto,Agrsto,5,17-Aug-18,38.5,17,6,49,4.083,3.106,0.849,NA,68.11,NA,27.32,17.475,4.725,149.450952,177.739628,179.68254,76.375,450.6101,0.1792,0.114,5899.96858,669.95614,5.42,24.3,NA,478,1.28,41.16,0.49,39.88,,low slope seeded pasture,,,,,,,
Headd-1-TarOff-4-JG,18-479,Head,Novel,Asteraceae,Taraxacum,Taraxacum officinale,Tar off,Taroff,5,17-Aug-18,8.5,23.5,23.5,8.5,22.499,32.327,20.85,NA,NA,NA,74.275,95.86,68.26,302.914844,337.231379,305.449751,11.47,82.3234,0.2653,0.046,7177.27986,249.347826,5.59,24.2,NA,479,0.91,43.82,1.34,45.25,,midslope; historically seeded pasture,,,,,,,
McGra-1-SymOcc-2-JG,18-480,McGra,1,Caprifoliaceae,Symphoricarpos,Symphoricarpos occidentalis,Sym occ,Symocc,5,18-Aug-18,42.5,26,23,42.5,4.117,2.034,2.723,2.1,NA,NA,34.49,15.55,23.465,119.367933,130.803859,116.045174,54.145,74.5145,0.3676,0.079,1376.20279,685.379747,5.74,20.6,NA,480,1.47,48.87,0.87,46.95,,midslope; close to snowberry patch,,,,,,,
NNiel-1-CirArv-3-JG,18-481,Niels,Neighbor,Asteraceae,Cirsium,Cirsium arvense,Cir arv,Cirarv,5,20-Aug-18,4,7,5,4,NA,NA,NA,0.1,1131.375,11313.75,28.49,13.65,21.2,NA,NA,NA,1.42,26.4564,0.1698,0.006,18631.2676,236.666667,6.09,20.4,NA,481,NA,NA,NA,NA,NA,low slope seeded pasture; heavily horse grazed,,,,,,,
Brown-1-PoaPra-2-JG,18-482,Brown,Novel,Poaceae,Poa,Poa pratensis,Poa pra,Poapra,5,16-Aug-18,17.5,24,0.2,17.5,3.688,2.587,1.661,0.2,10.885,54.425,29.125,13.97,10.765,126.626609,185.182534,154.296331,28.805,275.9627,0.1474,0.047,9580.37494,612.87234,6.18,20.4,NA,482,NA,NA,0.69,42.69,NA,midslope; historically seeded pasture,,,,,,,
Headd-1-ConArv-3-JG,18-483,Head,Novel,Convolvulaceae,Convolvulus,Convolvulus arvensis,Con arv,Conarv,5,17-Aug-18,16.5,8.5,6,16.5,5.721,6.877,5.402,0.5,20.51,41.02,14.075,17.05,12.635,406.465364,403.343109,427.542541,NA,NA,NA,NA,NA,NA,6.89,20.3,NA,483,NA,NA,NA,NA,NA,midslope; historically seeded pasture,,,,,,,
Headd-1-TriPra-1-JG,18-484,Head,Novel,Fabaceae,Trifolium,Trifolium pratense,Tri pra,Tripra,5,17-Aug-18,14,9.5,2,14,8.717,8.339,6.831,NA,35.38,NA,38.42,28.29,29.095,226.887038,294.768469,234.782609,5.905,56.6167,0.2209,0.022,9587.92549,268.409091,5.47,20.7,NA,484,2.45,42.84,1.57,41.87,,low slope seeded pasture,,,,,,,
Niels-1-PhlPra-2-JG,18-485,Niels,Novel,Poaceae,Phleum,Phleum pratense,Phl pra,Phlpra,5,20-Aug-18,7.5,12,0.5,7.5,NA,NA,NA,0.1,NA,NA,19.48,20.325,19.15,NA,NA,NA,54.175,206.4818,0.2547,0.105,3811.38533,515.952381,5.36,20.9,NA,485,0.94,44.16,0.52,44.58,,top of slope,,,,,,,
NNiel-1-TriRep-3-JG,18-486,Niels,Neighbor,Fabaceae,Trifolium,Trifolium repens,Tri rep,Trirep,5,20-Aug-18,3.5,6.5,1,3.5,NA,NA,NA,0.1,45.76,457.6,9.125,7.955,4.62,NA,NA,NA,7.525,81.8469,0.2108,0.029,10876.6645,259.482759,5.8,20.4,NA,486,2.75,43.51,1.68,43.28,,low slope seeded pasture; heavily grazed by horses,,,,,,,
Niels-1-AchMil-1-JG,18-487,Niels,Novel,Asteraceae,Achillea,Achillea millefolium,Ach mil,Achmil,5,20-Aug-18,34.1,6,4,35.7,NA,NA,NA,0.5,13.715,27.43,38.605,22.755,15.18,NA,NA,NA,4.585,26.489,0.2815,0.016,5777.31734,286.5625,5.05,20.1,NA,487,2.08,44.36,0.93,45.85,,heavily grazed tame pasture,,,,,,,
McGra-1-PoaPra-2-JG,18-488,McGra,1,Poaceae,Poa,Poa pratensis,Poa pra,Poapra,5,18-Aug-18,8.5,12.5,0.5,8.5,1.531,1.209,1.152,NA,90.745,NA,9.945,9.45,6.215,153.946707,127.936508,185.358005,24.475,389.7837,0.1101,0.037,15925.7896,661.486487,5.81,20,NA,488,1.18,42.83,0.5,43.92,,midslope; close to snowberry patch,,,,,,,
NNiel-1-EriPhi-1-JG,18-489,Niels,Neighbor,Asteraceae,Erigeron,Erigeron philadelphicus,Eri phi,Eriphi,5,20-Aug-18,25.5,17,10,32,NA,NA,NA,0.6,NA,NA,238.84,123.73,50.88,NA,NA,NA,97.875,107.3532,0.4948,0.206,1096.83985,475.121359,5.92,20.8,NA,489,2.46,43.98,1.1,40.55,,,,,,,,,
NHead-1-TarOff-2-JG,18-490,Head,Neighbor,Asteraceae,Taraxacum,Taraxacum officinale,Tar off,Taroff,5,20-Aug-18,17.2,27,22.5,47.7,43.57,64.349,46.806,NA,191.83,NA,147.43,232.88,152.32,295.530082,276.318276,307.28729,39.93,214.4437,0.2289,0.088,5370.49086,453.75,5.27,20.8,NA,490,1.96,40.76,0.74,40.72,,top of slope; historically seeded; lots of oil field development,,,,,,,
McGra-1-PoaPra-4-JG,18-491,McGra,1,Poaceae,Poa,Poa pratensis,Poa pra,Poapra,5,18-Aug-18,11.5,2,0.5,11.5,1.293,1.169,NA,0.1,NA,NA,8.745,11.95,NA,147.855918,97.8242678,NA,19.12,113.1872,0.1878,0.031,5919.83264,616.774194,5.51,20.6,NA,491,1.26,43.47,0.58,42.05,,hilltop blowout site,,,,,,,
NMcGr-1-BroCar-1-JG,18-492,McGra,Neighbor,Poaceae,Bromus,Bromus sitchensis,Bro sit,Brosit,5,18-Aug-18,10.5,12.5,0.5,10.5,6.054,4.049,2.589,0.2,7.565,37.825,28.57,22.51,15.33,211.900595,179.875611,168.88454,18.51,112.431,0.2484,0.054,6074.06807,342.777778,5.9,21.4,NA,492,1.62,43.64,0.43,43.5,,low slope seeded pasture,,,,,,,
McGra-1-MedSat-1-JG,18-493,McGra,1,Fabaceae,Medicago,Medicago sativa,Med sat,Medsat,5,18-Aug-18,7.5,3,3,7.5,1.151,1.572,0.467,0.1,25.78,257.8,4.155,7.68,1.2,277.015644,204.6875,389.166667,9.35,188.9691,0.179,0.048,20210.5989,194.791667,5.54,20.5,NA,493,NA,NA,0.56,41.6,NA,low slope,,,,,,,
NHead-1-TarOff-3-JG,18-494,Head,Neighbor,Asteraceae,Taraxacum,Taraxacum officinale,Tar off,Taroff,5,17-Aug-18,17.5,44,26.5,17.5,56.351,55.563,96.89,NA,39.23,NA,247.155,201.195,397.69,227.998624,276.164915,243.631975,22.105,117.7262,0.2608,0.063,5325.77245,350.873016,5.34,20.4,NA,494,NA,NA,1.36,42.1,NA,top of hill; historically seeded; lots of oil field development,,,,,,,
Niels-1-FraVir-2-JG,18-495,Niels,Novel,Rosaceae,Fragaria,Fragaria virginiana,Fra vir,Fravir,5,20-Aug-18,7,12.5,5.4,7,NA,NA,NA,0.2,NA,NA,64.105,89.36,58.345,NA,NA,NA,35.805,85.1419,0.3056,0.062,2377.93325,577.5,5.88,20.2,NA,495,1.94,46.42,0.97,46.1,,top of slope,,,,,,,
Brown-1-MedSat-2-JG,18-496,Brown,Novel,Fabaceae,Medicago,Medicago sativa,Med sat,Medsat,5,16-Aug-18,40,9,4.5,41,1.072,1.461,0.805,0.1,68.91,689.1,6.15,9.79,5.715,174.308943,149.233912,140.857393,0.265,56.3157,0.1944,0.017,212512.076,15.5882353,6.24,21.1,NA,496,NA,NA,NA,NA,NA,midslope; historically seeded,,,,,,,
Headd-1-RosAci-2-JG,18-497,Head,Novel,Rosaceae,Rosa,Rosa acicularis,Ros aci,Rosaci,5,,NA,NA,NA,NA,8.912,5.277,8.133,NA,78.7,NA,56.125,33.085,49.735,158.788419,159.498262,163.526692,52.12,213.2848,0.2224,0.083,4092.18726,627.951807,5.05,21,NA,497,1.8,45.27,0.53,40.57,,,,,,,,,
NBrow-1-AchMil-2-JG,18-498,Brown,Neighbor,Asteraceae,Achillea,Achillea millefolium,Ach mil,Achmil,5,16-Aug-18,17.5,20.5,3,17.5,5.792,15.342,19.67,NA,56.19,NA,50.865,121.22,119.39,113.870048,126.563273,164.754167,10.17,48.2713,0.2714,0.028,4746.44051,363.214286,6.98,20.7,NA,498,NA,NA,1.11,45.09,NA,midslope,,,,,,,
Brown-1-BroTec-2-JG,18-499,Brown,Novel,Poaceae,Bromus,Bromus tectorum,Bro tec,Brotec,5,16-Aug-18,22.5,2.5,0.5,22.5,8.651,10.861,7.631,0.2,NA,NA,67.005,79.505,72.98,129.109768,136.607761,104.562894,42.09,NA,NA,NA,NA,NA,6.38,20.9,NA,499,NA,NA,NA,NA,NA,midslope; historically seeded pasture,,,,,,,
Headd-1-TarOff-1-JG,18-500,Head,Novel,Asteraceae,Taraxacum,Taraxacum officinale,Tar off,Taroff,5,16-Aug-18,10.5,10.5,4,10.5,17.564,21.839,11.269,NA,22.05,NA,53.06,67.91,31.805,331.021485,321.587395,354.315359,19.34,98.1892,0.1959,0.03,5077.00103,644.666667,5.51,20.9,NA,500,2.01,40.91,0.46,49.27,,low slope seeded pasture,,,,,,,
Headd-1-MedSat-2-JG,18-501,Head,Novel,Fabaceae,Medicago,Medicago sativa,Med sat,Medsat,5,17-Aug-18,15,7,6,15,2.06,1.458,1.502,0.1,NA,NA,6.515,5.405,5.105,316.1934,269.750231,294.221352,NA,23.1658,0.2122,0.008,NA,NA,6.25,21.8,NA,501,4.09,43.38,1.36,48.46,,midslope; historically seeded pasture,,,,,,,
Hoven-1-TriRep-1-JG,18-502,Hoven,Novel,Fabaceae,Trifolium,Trifolium repens,Tri rep,Trirep,5,,NA,NA,NA,NA,NA,NA,NA,NA,48.58,NA,NA,NA,NA,NA,NA,NA,12.09,88.6034,0.2134,0.032,7328.65178,377.8125,6.83,21.8,NA,502,NA,NA,1.88,51.12,NA,,,,,,,,
NNiel-1-TarOff-1-JG,18-503,Niels,Neighbor,Asteraceae,Taraxacum,Taraxacum officinale,Tar off,Taroff,5,20-Aug-18,11.4,12.9,3.8,11.4,NA,NA,NA,NA,NA,NA,123.095,31.715,63.22,NA,NA,NA,9.325,86.8292,0.1932,0.025,9311.44236,373,5.6,21.9,NA,503,1.49,42.85,0.7,49.02,,low slope seeded pasture; dominantly horse grazed,,,,,,,
Brown-1-MedSat-3-JG,18-504,Brown,Novel,Fabaceae,Medicago,Medicago sativa,Med sat,Medsat,5,16-Aug-18,38,16.5,6.5,42,1.721,2.005,1.265,0.2,NA,NA,11.985,13.26,9.795,143.596162,151.206637,129.147524,76.375,80.6425,0.4814,0.147,1055.87561,519.557823,6.06,22.2,NA,504,2.1,39.38,0.99,43.02,,midslope; historically seeded,,,,,,,
Brown-1-BroIne-1-JG,18-505,Brown,Novel,Poaceae,Bromus,Bromus inermis,Bro ine,Broine,5,16-Aug-18,54.5,14,4,54.5,10.869,12.595,13.138,0.2,71.23,356.15,68.05,87.64,80.15,159.720794,143.712917,163.917654,176.16,520.651,0.3084,0.389,2955.55745,452.85347,6.42,22.4,NA,505,1.77,42.79,0.66,41.77,,lowland; historically seeded,,,,,,,
NHead-1-TarOff-1-JG,18-506,Head,Neighbor,Asteraceae,Taraxacum,Taraxacum officinale,Tar off,Taroff,5,17-Aug-18,10.5,9.5,4,10.5,15.272,6.435,7.672,NA,125.11,NA,44.125,15.44,19.06,346.107649,416.774611,402.518363,26.48,55.509,0.3348,0.049,2096.26133,540.408163,5.64,21.8,NA,506,1.69,41.47,0.43,45.63,,historically seeded; midslope; lots of oil and gas development,,,,,,,
Brown-1-MedSat-1-JG,18-508,Brown,Novel,Fabaceae,Medicago,Medicago sativa,Med sat,Medsat,5,16-Aug-18,43,3.5,2,43,1.492,1.461,1.887,0.1,NA,NA,8.67,6.735,10.075,172.087659,216.926503,187.295285,54.11,249.2245,0.2598,0.132,4605.88616,409.924242,6.31,21.6,NA,508,3.37,42.46,0.77,42.26,,lowland; historically seeded,,,,,,,
NBrow-1-AgrCri-1-JG,18-509,Brown,Neighbor,Poaceae,Agropyron,Agropyron cristatum,Agr cri,Agrcri,5,16-Aug-18,41,18.5,0.5,42.5,2.794,2.477,1.112,0.1,51.205,512.05,14.67,12.88,5.705,190.456714,192.313665,194.91674,41.29,269.2661,0.2135,0.096,6521.33931,430.104167,5.72,22.1,NA,509,1.44,43.04,1,42.47,,pasture; mid slope,,,,,,,
